seventh_statistics:_on_raw_data_after_despiking_cross_wind_correction_angle-of-attack_correction_tilt_correction_time-lag_compensation_and_detrending
filename,date,time,DOY,n_samples,mean(air_t),st_dev(air_t),skw(air_t),kur(air_t),mean(air_p),st_dev(air_p),skw(air_p),kur(air_p),mean(co2_signal_strength_7500),st_dev(co2_signal_strength_7500),skw(co2_signal_strength_7500),kur(co2_signal_strength_7500),mean(rssi_77),st_dev(rssi_77),skw(rssi_77),kur(rssi_77)
2021-12-03T150000_smart3-00551.ghg,2021-12-03,15:30,337.6457,36000,284.854,0.485111E-01,0.123487,2.25018,102032.,6.04528,0.313922E-01,2.82037,90.5165,0.407217E-02,-0.140655,2.98095,56.1206,2.41711,-0.472486,2.81253
2021-12-03T153000_smart3-00551.ghg,2021-12-03,16:00,337.6665,36000,284.702,0.350853E-01,0.281695E-01,2.01541,102047.,8.79963,0.119132,2.31945,90.5168,0.372580E-02,-0.119894,2.89045,56.6334,2.13910,-0.457788,2.49054
2021-12-03T160000_smart3-00551.ghg,2021-12-03,16:30,337.6873,36000,284.567,0.627925E-01,0.495587E-01,1.90073,102065.,8.64580,0.257674,2.75529,90.5156,0.350046E-02,0.557895E-02,2.95332,55.3072,1.87835,-0.314548,2.65196
2021-12-03T163000_smart3-00551.ghg,2021-12-03,17:00,337.7082,36000,284.509,0.171877E-01,0.106154,3.09221,102085.,7.22652,0.162438,2.85923,90.5170,0.339000E-02,0.765267E-01,2.96831,55.0483,1.48729,0.266437,3.00257
2021-12-03T170000_smart3-00551.ghg,2021-12-03,17:30,337.7290,36000,284.584,0.121661E-01,-0.793014,2.58515,102097.,6.15858,-0.168118,3.17314,90.5139,0.371509E-02,-0.236453E-01,2.91957,53.6172,2.61985,-12.5546,240.248
2021-12-03T173000_smart3-00551.ghg,2021-12-03,18:00,337.7498,36000,284.672,0.361121E-01,0.413128,2.56328,102108.,5.56194,-0.921998E-01,3.00695,90.5119,0.316227E-02,-0.184347E-01,2.98849,54.5685,1.31004,0.268157,2.84751
2021-12-03T180000_smart3-00551.ghg,2021-12-03,18:30,337.7707,36000,284.783,0.576967E-01,-0.294869,1.67117,102104.,8.54259,0.205792,2.98120,90.5094,0.347933E-02,0.522700E-01,2.89589,55.5368,1.27835,-0.312116,3.30004
2021-12-03T183000_smart3-00551.ghg,2021-12-03,19:00,337.7915,36000,284.768,0.128296E-01,-0.112658,2.33995,102122.,9.87720,0.148415,2.46030,90.5067,0.355926E-02,0.159976,2.91946,54.9346,0.918940,0.625228,3.18963
2021-12-03T190000_smart3-00551.ghg,2021-12-03,19:30,337.8123,36000,284.760,0.258093E-01,0.874192,3.36603,102150.,9.28747,-0.556803E-01,2.84787,90.5020,0.331068E-02,-0.449927E-01,2.90502,55.0297,1.19532,-0.559263E-01,2.13061
2021-12-03T193000_smart3-00551.ghg,2021-12-03,20:00,337.8331,36000,284.939,0.110690,-0.186858,2.35191,102166.,9.17504,0.176679,2.68559,90.4988,0.415592E-02,-0.453349E-01,2.57089,55.7780,1.15622,-0.628074,2.62262
2021-12-03T200000_smart3-00551.ghg,2021-12-03,20:30,337.8540,36000,284.951,0.525929E-01,0.497028,2.16137,102188.,12.9255,0.139183,2.21296,90.4907,0.374396E-02,0.147720,2.98103,53.2567,1.32845,-0.377121,3.47549
2021-12-03T203000_smart3-00551.ghg,2021-12-03,21:00,337.8748,36000,284.902,0.330232E-01,1.21072,4.03519,102213.,7.92040,-0.474442,3.15615,90.4924,0.358055E-02,-0.377211E-01,3.00257,55.0698,1.58831,0.523734,3.12168
2021-12-03T210000_smart3-00551.ghg,2021-12-03,21:30,337.8956,36000,285.062,0.641374E-01,-0.797386E-01,2.16218,102208.,9.12150,-0.316522,2.44911,90.4887,0.367795E-02,0.504155E-01,2.95992,55.8090,1.48052,-0.683155,2.38466
2021-12-03T213000_smart3-00551.ghg,2021-12-03,22:00,337.9165,36000,285.187,0.141500,-0.279549,1.92457,102209.,7.84036,-0.227346E-01,2.68957,90.4852,0.340686E-02,-0.359283E-01,2.88616,55.3914,1.25894,-0.215412,2.31762
2021-12-03T220000_smart3-00551.ghg,2021-12-03,22:30,337.9373,36000,285.029,0.537042E-01,1.36690,3.98951,102236.,6.59215,-0.688084E-01,2.95071,90.4842,0.201399E-01,-37.0735,1543.48,54.8346,1.39572,0.433085,3.55888
2021-12-03T223000_smart3-00551.ghg,2021-12-03,23:00,337.9581,36000,284.951,0.856811E-01,0.907765,4.00879,102248.,8.72907,0.273579,3.34671,90.4829,0.327440E-02,-0.404482E-02,2.91498,54.2202,1.16925,0.111433,2.17805
2021-12-03T230000_smart3-00551.ghg,2021-12-03,23:30,337.9790,36000,284.991,0.856281E-01,-0.185735,1.71190,102263.,7.13404,-0.392421,3.62252,90.4804,0.352794E-02,-0.670521E-01,2.82341,54.8567,1.38345,0.618879,2.45661
2021-12-03T233000_smart3-00551.ghg,2021-12-04,00:00,338.0000,36000,284.895,0.913343E-01,-0.158057,1.52911,102270.,6.46317,-0.256437,3.32260,90.4806,0.338045E-02,-0.515486E-01,2.93872,56.1059,1.18679,-0.808669E-01,2.24784
2021-12-04T000000_smart3-00551.ghg,2021-12-04,00:30,338.0208,36000,284.795,0.517650E-01,0.942117E-02,1.49712,102266.,6.31246,-0.196788E-01,3.76940,90.4795,0.345043E-02,-0.104012,3.00585,55.7475,1.12660,-0.310969,2.76109
2021-12-04T003000_smart3-00551.ghg,2021-12-04,01:00,338.0416,36000,284.670,0.462206E-01,1.46153,4.80276,102268.,8.73253,-0.186289,3.01763,90.4730,0.353556E-02,0.395365,3.54427,52.9201,1.18360,0.513978,2.71854
2021-12-04T010000_smart3-00551.ghg,2021-12-04,01:30,338.0624,36000,284.670,0.175947E-01,-0.318734,2.31125,102275.,6.47184,-0.141599,3.36350,90.4711,0.318469E-02,0.103212E-01,2.92441,52.9703,0.911046,-0.141309,2.78657
2021-12-04T013000_smart3-00551.ghg,2021-12-04,02:00,338.0833,36000,284.596,0.242818E-01,-0.336359,2.11870,102284.,6.09082,-0.145707,3.01730,90.4693,0.315891E-02,-0.301292E-01,3.02516,51.4073,1.11136,0.330529E-01,2.74204
2021-12-04T020000_smart3-00551.ghg,2021-12-04,02:30,338.1041,36000,284.507,0.281251E-01,1.11880,3.44917,102291.,6.27861,0.675623E-01,2.78377,90.4667,0.343407E-02,0.516192E-01,3.10518,51.8212,1.12047,-0.213737,2.99252
2021-12-04T023000_smart3-00551.ghg,2021-12-04,03:00,338.1249,36000,284.449,0.296288E-01,0.202595,1.76805,102279.,9.57710,-0.230473E-01,2.28388,90.4679,0.361348E-02,0.146847E-01,3.05561,52.8769,1.39419,-0.100048,3.22785
2021-12-04T030000_smart3-00551.ghg,2021-12-04,03:30,338.1458,36000,284.427,0.172035E-01,-0.587964,2.53045,102265.,6.41740,0.102671E-01,2.87605,90.4657,0.344010E-02,0.368325E-01,2.97457,53.7122,0.914668,0.211441,3.19948
2021-12-04T033000_smart3-00551.ghg,2021-12-04,04:00,338.1666,36000,284.360,0.267982E-01,-0.424766,2.10791,102260.,7.86466,-0.873554E-01,2.82460,90.4662,0.387674E-02,-0.281539E-01,2.69464,53.3728,1.11652,0.960917E-02,2.45064
2021-12-04T040000_smart3-00551.ghg,2021-12-04,04:30,338.1874,36000,284.302,0.448038E-01,1.09990,4.07790,102248.,6.46775,-0.378693E-01,2.99009,90.4716,0.405086E-02,0.137572,2.77853,56.4239,1.64693,0.768933E-01,2.41262
2021-12-04T043000_smart3-00551.ghg,2021-12-04,05:00,338.2083,36000,284.254,0.689876E-01,0.115822,2.35155,102250.,7.37219,-0.719505E-01,2.75888,90.4719,0.401833E-02,-0.273157,2.96358,58.1533,1.37707,-0.864849,2.82448
2021-12-04T050000_smart3-00551.ghg,2021-12-04,05:30,338.2291,36000,284.031,0.663245E-01,-0.457814,2.38980,102273.,13.8250,0.283414E-01,2.06932,90.4685,0.376358E-02,-0.776187E-01,2.79908,57.0617,1.48126,-0.401690,2.52260
2021-12-04T053000_smart3-00551.ghg,2021-12-04,06:00,338.2499,36000,283.879,0.778363E-01,0.128017,2.14617,102300.,9.90103,-0.310854E-01,2.40700,90.4671,0.378757E-02,-0.310046,3.10505,56.3745,1.48436,-0.437501,2.28934
2021-12-04T060000_smart3-00551.ghg,2021-12-04,06:30,338.2707,36000,283.797,0.709791E-01,-0.143931,1.50269,102330.,15.3444,-0.904977E-01,2.01911,90.4655,0.373842E-02,-0.188662,2.95179,55.2296,1.10474,-0.601457,2.71960
2021-12-04T063000_smart3-00551.ghg,2021-12-04,07:00,338.2916,36000,283.716,0.781969E-01,1.17345,2.94433,102372.,10.5604,-0.492973E-01,2.34157,90.4624,0.387142E-02,-0.811484E-01,2.88874,54.1994,1.17767,-0.658043,3.47460
2021-12-04T070000_smart3-00551.ghg,2021-12-04,07:30,338.3124,36000,283.673,0.369676E-01,-0.585430,2.16175,102393.,6.95496,0.407425,3.29674,90.4552,0.455730E-02,-0.421070,3.86783,53.3031,1.43059,-0.393070,2.87283
2021-12-04T073000_smart3-00551.ghg,2021-12-04,08:00,338.3332,36000,283.539,0.672598E-01,-0.319859,1.89857,102425.,12.4901,0.455099,2.30817,90.4630,0.111236E-01,-0.476967E-01,1.77637,54.0567,1.57971,-1.09486,4.45497
2021-12-04T080000_smart3-00551.ghg,2021-12-04,08:30,338.3541,36000,283.616,0.563847E-01,0.354201,2.40643,102458.,10.2874,-0.234452,2.67927,90.4738,0.455262E-02,-0.393378,3.15256,53.6923,1.61365,-0.840044,3.57338
2021-12-04T083000_smart3-00551.ghg,2021-12-04,09:00,338.3749,36000,283.628,0.393791E-01,-0.130544,2.45553,102472.,6.28800,0.612969E-01,3.09277,90.4756,0.518253E-02,-0.519816,3.40388,54.1440,1.85592,-0.901072,3.86504
2021-12-04T090000_smart3-00551.ghg,2021-12-04,09:30,338.3957,36000,283.611,0.799998E-01,0.645131,2.34036,102482.,6.28488,-0.217266E-01,3.06317,90.4735,0.523034E-02,-0.540684,3.28291,54.0393,1.86820,-0.774174,3.27255
2021-12-04T093000_smart3-00551.ghg,2021-12-04,10:00,338.4166,36000,283.520,0.312224E-01,-0.172367,2.14223,102494.,6.60299,0.216157,3.00789,90.4725,0.472038E-02,-0.535598,3.28144,54.0359,1.68064,-1.05949,4.00030
2021-12-04T100000_smart3-00551.ghg,2021-12-04,10:30,338.4374,36000,283.570,0.535554E-01,-0.253466E-01,1.86325,102505.,6.23884,-0.592726E-01,3.04126,90.4711,0.540409E-02,-0.449262,2.97796,53.5100,1.79545,-0.788684,3.08962
2021-12-04T103000_smart3-00551.ghg,2021-12-04,11:00,338.4582,36000,283.607,0.532498E-01,0.201137,2.88408,102521.,8.94446,-0.738014E-01,2.60883,90.4698,0.543382E-02,-0.513431,3.30481,53.3004,1.93782,-0.927133,3.75656
2021-12-04T110000_smart3-00551.ghg,2021-12-04,11:30,338.4790,36000,283.596,0.594985E-01,-0.153368,1.83225,102532.,5.68689,-0.302541E-01,2.98269,90.4700,0.454691E-02,-0.476428,3.41363,54.3252,1.50887,-1.11634,4.14186
2021-12-04T113000_smart3-00551.ghg,2021-12-04,12:00,338.4999,36000,283.899,0.127995,-0.639302E-01,2.50045,102522.,6.59849,-0.498662E-01,2.93496,90.4717,0.402809E-02,-0.240004,3.02049,55.4435,1.26571,-0.826054,3.28058
2021-12-04T120000_smart3-00551.ghg,2021-12-04,12:30,338.5207,36000,284.330,0.166070,0.310512,1.84951,102497.,7.60075,0.176942,3.60786,90.4718,0.415763E-02,-0.178799,2.97598,57.2410,1.30904,-1.35296,4.91925
2021-12-04T123000_smart3-00551.ghg,2021-12-04,13:00,338.5415,36000,284.588,0.130811,0.758909,3.19862,102464.,12.5108,0.288433,2.26144,90.4620,0.518501E-02,-0.559729,3.36939,58.4293,2.08388,-1.45271,5.20797
2021-12-04T130000_smart3-00551.ghg,2021-12-04,13:30,338.5624,36000,285.058,0.191352,0.350712,2.11737,102419.,13.7153,0.141987,2.11354,90.4485,0.945713E-02,-0.330859,2.52921,60.2763,2.28040,-1.31116,4.99401
2021-12-04T133000_smart3-00551.ghg,2021-12-04,14:00,338.5832,36000,285.258,0.604226,0.737943,2.34732,102395.,6.93229,-0.834937E-01,2.86565,90.4465,0.157653E-01,-0.978688E-01,1.86770,61.2185,2.33523,-2.44629,10.1141
2021-12-04T140000_smart3-00551.ghg,2021-12-04,14:30,338.6040,36000,286.153,0.225952,-0.149654,2.52927,102383.,11.2838,1.44262,5.18379,90.4363,0.628432E-02,-0.464614,3.28550,62.7774,1.89340,-1.06802,4.50562
2021-12-04T143000_smart3-00551.ghg,2021-12-04,15:00,338.6249,36000,284.944,0.423247,1.25904,3.42137,102415.,6.42872,0.175948,3.01871,90.4530,0.108251E-01,-0.314161,2.70208,58.3865,3.62089,-0.382590,2.69056
2021-12-04T150000_smart3-00551.ghg,2021-12-04,15:30,338.6457,36000,284.723,0.122719,-1.14815,4.84472,102437.,11.8710,0.736962E-01,2.22713,90.4600,0.837685E-02,0.165345E-01,3.13767,53.4937,1.88632,-0.328608,3.26189
2021-12-04T153000_smart3-00551.ghg,2021-12-04,16:00,338.6665,36000,284.213,0.111935,-0.100658,1.46831,102480.,11.7492,0.212089E-01,2.16697,90.4646,0.675651E-02,0.136695,2.96721,49.0011,2.03928,0.332654,2.86059
2021-12-04T160000_smart3-00551.ghg,2021-12-04,16:30,338.6873,36000,284.139,0.141753,-0.770095,2.78127,102499.,6.65732,-0.699661E-01,2.90353,90.4628,0.440157E-02,-0.616424E-01,3.15724,45.9476,1.25261,0.429664,2.90399
2021-12-04T163000_smart3-00551.ghg,2021-12-04,17:00,338.7082,36000,283.639,0.707997E-01,-0.664302,3.15089,102508.,9.28800,0.365549,2.70809,90.4465,0.790434E-02,0.361523,2.46148,39.7477,2.82993,0.421296,1.87685
2021-12-04T170000_smart3-00551.ghg,2021-12-04,17:30,338.7290,36000,282.981,0.183556,0.452479,3.11237,102540.,9.84669,-0.559743,2.79668,90.3298,0.961827,-11.9805,147.012,37.0361,1.76339,-3.09667,63.6828
2021-12-04T173000_smart3-00551.ghg,2021-12-04,18:00,338.7498,36000,282.526,0.298206,-0.482635,2.50050,102542.,6.45335,-0.938949E-02,2.99823,90.3398,0.368835E-01,-0.160076,2.67192,32.8204,2.02423,-0.320214,2.02621
2021-12-04T180000_smart3-00551.ghg,2021-12-04,18:30,338.7707,36000,281.373,0.157994,0.846832,2.50056,102550.,9.74322,-0.208131,2.54604,90.1742,0.899123E-01,-0.626148E-01,2.24027,31.2665,2.18055,-0.123408,2.33413
2021-12-04T183000_smart3-00551.ghg,2021-12-04,19:00,338.7915,36000,281.572,0.653414E-01,-0.672078,4.02141,102569.,8.54458,0.748468E-01,2.68366,90.3025,0.599534E-01,-2.14787,6.68209,24.1733,0.985832,-0.444220,3.29988
2021-12-04T190000_smart3-00551.ghg,2021-12-04,19:30,338.8123,36000,281.175,0.261783,0.618715E-01,1.59762,102564.,7.39933,-0.117031,3.05743,90.1466,0.166289,-0.409781,1.60156,26.3870,1.36884,-0.259854,1.77319
2021-12-04T193000_smart3-00551.ghg,2021-12-04,20:00,338.8331,36000,280.366,0.212868,0.129020,1.56671,102555.,6.18521,0.721887E-01,2.99526,89.7732,0.216340,-0.882012,2.57958,28.4971,0.777770,0.327433,2.84915
2021-12-04T200000_smart3-00551.ghg,2021-12-04,20:30,338.8540,36000,279.902,0.881331E-01,-0.202678,1.92726,102573.,7.68138,-0.137940,2.83771,84.2149,6.38317,-1.16521,2.92224,24.7432,4.61710,-0.954484,2.25805
2021-12-04T203000_smart3-00551.ghg,2021-12-04,21:00,338.8748,36000,280.058,0.270512E-01,0.477235,2.91838,102583.,6.35605,-0.418856E-01,2.88080,54.8517,8.23557,-0.396009,2.06489,14.4774,1.36245,-0.406429,2.92189
2021-12-04T210000_smart3-00551.ghg,2021-12-04,21:30,338.8956,36000,280.014,0.107558,-0.871788,2.37249,102601.,9.79246,0.121848,2.36790,31.1289,3.49490,0.557120,2.06556,18.0830,6.98184,0.217883E-01,1.93166
2021-12-04T213000_smart3-00551.ghg,2021-12-04,22:00,338.9165,36000,279.813,0.851125E-01,0.122372,2.23165,102618.,7.81134,0.239445E-01,2.59414,20.4897,2.44401,1.04025,2.78745,24.2043,4.43956,0.210394,2.24487
2021-12-04T220000_smart3-00551.ghg,2021-12-04,22:30,338.9373,36000,280.487,0.349159,-1.07686,2.58446,102616.,6.08342,0.178242E-01,2.91729,19.9227,1.05659,0.120308,1.63197,11.0137,5.61622,0.871015,3.55691
2021-12-04T223000_smart3-00551.ghg,2021-12-04,23:00,338.9581,36000,280.601,0.911889E-01,0.405036,3.32607,102609.,6.88660,-0.899301E-01,2.79172,20.6829,0.869544,-0.624149E-01,1.87026,19.3412,4.18385,-0.477801,2.61510
2021-12-04T230000_smart3-00551.ghg,2021-12-04,23:30,338.9790,36000,281.287,0.260473,-0.657774,2.13709,102623.,7.17555,0.717973E-01,3.03000,19.8637,0.711892,0.594510,1.70408,7.73121,4.07216,0.171152,1.60011
2021-12-04T233000_smart3-00551.ghg,2021-12-05,00:00,339.0000,36000,281.816,0.139148,-0.660402,2.53970,102628.,5.98609,-0.998667E-01,3.07607,22.2421,1.32583,0.450042,2.07041,11.1421,3.31794,0.187783,2.31250
2021-12-05T000000_smart3-00551.ghg,2021-12-05,00:30,339.0208,36000,281.957,0.128655,0.175868E-01,2.02531,102627.,9.72166,-0.113077,2.38491,29.1524,2.52253,0.926244,3.41933,17.4716,5.50069,-0.941036,3.43718
not_enough_data,2021-12-05,01:00,339.041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,01:30,339.062,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,02:00,339.083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,02:30,339.104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,03:00,339.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,03:30,339.145,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,04:00,339.166,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,04:30,339.187,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,05:00,339.208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,05:30,339.229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,06:00,339.250,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,06:30,339.270,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,07:00,339.291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,07:30,339.312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,08:00,339.333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,08:30,339.354,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,09:00,339.374,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,09:30,339.395,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,10:00,339.416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,10:30,339.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,11:00,339.458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,11:30,339.479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2021-12-05,12:00,339.499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2021-12-05T120000_smart3-00551.ghg,2021-12-05,12:30,339.5207,36000,284.403,0.993571E-01,-0.206703E-01,2.40348,102499.,12.4514,0.390348,2.72349,89.8394,0.926977E-01,-0.903179,3.78212,36.0473,5.95070,-3.90046,22.6242
2021-12-05T123000_smart3-00551.ghg,2021-12-05,13:00,339.5415,36000,284.358,0.131080,0.411659,2.17492,102461.,15.9283,0.270625,1.97647,89.6143,0.191239,-0.895479,3.47863,32.2771,3.92584,-0.294624,2.54236
2021-12-05T130000_smart3-00551.ghg,2021-12-05,13:30,339.5624,36000,284.938,0.223825,-0.242908E-01,1.76347,102425.,10.0337,-0.441430,2.89333,89.8254,0.171854,-1.28572,4.67241,36.1450,4.49183,-0.594024,2.83677
2021-12-05T133000_smart3-00551.ghg,2021-12-05,14:00,339.5832,36000,285.055,0.239734,0.821051E-01,1.84154,102395.,6.57634,-0.133018,2.88313,89.7833,0.151703,-0.643266,3.17170,35.8175,3.55271,0.280113E-02,2.54933
2021-12-05T140000_smart3-00551.ghg,2021-12-05,14:30,339.6040,36000,284.740,0.106302,0.604122E-01,2.35336,102393.,7.22794,-0.257334E-01,2.81130,89.6769,0.138297,-0.549382,2.79223,32.7833,2.94431,-0.204360,2.53506
2021-12-05T143000_smart3-00551.ghg,2021-12-05,15:00,339.6249,36000,284.311,0.237136,-0.102361,2.02943,102380.,8.88449,0.134425,2.56309,89.4044,0.253630,-1.05775,4.83502,28.0178,2.72139,-0.207414,2.90337
2021-12-05T150000_smart3-00551.ghg,2021-12-05,15:30,339.6457,36000,283.985,0.108467,-0.292094,1.71618,102361.,7.47160,-0.568089E-01,3.16236,89.1328,0.179042,-0.467769,3.12916,25.1124,4.54041,-3.46909,17.4135
2021-12-05T153000_smart3-00551.ghg,2021-12-05,16:00,339.6665,36000,284.426,0.225508,0.110154,1.71046,102335.,7.42205,0.575563E-01,2.72375,89.2861,0.263775,-0.372266,2.11369,24.4171,2.87006,0.153517E-01,2.07194
2021-12-05T160000_smart3-00551.ghg,2021-12-05,16:30,339.6873,36000,283.934,0.162855,1.45783,4.49808,102321.,7.06100,0.352357,3.56952,89.2115,0.183314,0.755586,2.28584,29.7571,2.02672,0.587356E-02,1.43678
2021-12-05T163000_smart3-00551.ghg,2021-12-05,17:00,339.7082,36000,283.351,0.386962,-0.723512E-01,2.10254,102309.,5.82321,0.975023E-01,3.04423,88.3159,0.694636,0.300189E-01,1.43480,26.2246,1.44677,-0.212390,1.69068
2021-12-05T170000_smart3-00551.ghg,2021-12-05,17:30,339.7290,36000,282.132,0.273615,-0.335349E-02,1.72473,102298.,16.2881,-0.513035,2.22084,86.0264,0.593959,0.231260E-01,1.77442,25.0334,1.55603,-0.113511,2.19842
2021-12-05T173000_smart3-00551.ghg,2021-12-05,18:00,339.7498,36000,281.520,0.351821,-0.838391,2.20165,102285.,5.83997,-0.591572E-01,3.06645,80.8958,2.26526,0.707858,2.35085,20.4974,4.21254,-0.196822E-01,1.49557
2021-12-05T180000_smart3-00551.ghg,2021-12-05,18:30,339.7707,36000,280.697,0.231438,-0.460728,1.80397,102289.,8.74961,-0.110765E-01,2.54857,73.9401,2.82159,0.528109,1.77908,16.3983,8.16565,-0.594109,1.82078
